position,gene,ID,type,start,end,strand,strain,central_gene
-5,sorA,ECOR47_00857,CDS,64279,65076,+,ECOR47_PROKKA,yjbB
-4,sorM,ECOR47_00858,CDS,65087,65911,+,ECOR47_PROKKA,yjbB
-3,yggP_1,ECOR47_00859,CDS,65963,67192,+,ECOR47_PROKKA,yjbB
-2,pepE,ECOR47_00860,CDS,67574,68263,+,ECOR47_PROKKA,yjbB
-1,nan,ECOR47_00861,CDS,68353,69984,-,ECOR47_PROKKA,yjbB
1,metH,ECOR47_00862,CDS,70204,73887,-,ECOR47_PROKKA,yjbB
2,iclR,ECOR47_00863,CDS,74087,74911,+,ECOR47_PROKKA,yjbB
3,nan,ECOR47_00864,CDS,75228,77414,+,ECOR47_PROKKA,yjbB
4,aceK,ECOR47_00865,CDS,77383,79119,-,ECOR47_PROKKA,yjbB
5,aceA,ECOR47_00866,CDS,79168,80472,-,ECOR47_PROKKA,yjbB
6,aceB,ECOR47_00867,CDS,80502,82103,-,ECOR47_PROKKA,yjbB
7,metAS,ECOR47_00868,CDS,82372,83301,-,ECOR47_PROKKA,yjbB
8,yjaB,ECOR47_00869,CDS,83458,83901,+,ECOR47_PROKKA,yjbB
9,hdfR_1,ECOR47_00873,CDS,380,1219,-,ECOR47_PROKKA,yjbB
10,nan,ECOR47_00874,CDS,1338,1676,+,ECOR47_PROKKA,yjbB
-9,dtpC,ECOR47_00566,CDS,71706,73163,+,ECOR47_PROKKA,yjdF
-8,lysU,ECOR47_00567,CDS,73400,74917,+,ECOR47_PROKKA,yjdF
-7,ghoT,ECOR47_00568,CDS,75035,75208,-,ECOR47_PROKKA,yjdF
-6,ghoS,ECOR47_00569,CDS,75236,75532,-,ECOR47_PROKKA,yjdF
-5,yjdJ,ECOR47_00570,CDS,75761,76033,-,ECOR47_PROKKA,yjdF
-4,nan,ECOR47_00571,CDS,76045,76275,-,ECOR47_PROKKA,yjdF
-3,dcuS,ECOR47_00572,CDS,76456,78087,+,ECOR47_PROKKA,yjdF
-2,dcuR,ECOR47_00573,CDS,78084,78803,+,ECOR47_PROKKA,yjdF
-1,dcuB,ECOR47_00574,CDS,79374,80714,+,ECOR47_PROKKA,yjdF
1,fumB,ECOR47_00575,CDS,80792,82438,+,ECOR47_PROKKA,yjdF
2,yjdF,ECOR47_00576,CDS,82561,83190,+,ECOR47_PROKKA,yjdF
3,melB,ECOR47_00577,CDS,83329,84738,-,ECOR47_PROKKA,yjdF
4,melA,ECOR47_00578,CDS,84853,86208,-,ECOR47_PROKKA,yjdF
5,melR_1,ECOR47_00579,CDS,86491,87399,+,ECOR47_PROKKA,yjdF
6,adiA,ECOR47_00580,CDS,87595,89865,+,ECOR47_PROKKA,yjdF
7,gadX_1,ECOR47_00581,CDS,90201,90962,+,ECOR47_PROKKA,yjdF
8,adiC,ECOR47_00582,CDS,91099,92436,+,ECOR47_PROKKA,yjdF
9,eptA,ECOR47_00583,CDS,92540,94183,+,ECOR47_PROKKA,yjdF
10,basR,ECOR47_00584,CDS,94180,94848,+,ECOR47_PROKKA,yjdF
-9,proP,2b84de5415a5ca9477dbe99a5510e5bf_9570,CDS,4899992,4901494,+,CFT073,yjdF
-8,pmrR,2b84de5415a5ca9477dbe99a5510e5bf_9572,CDS,4901606,4901695,+,CFT073,yjdF
-7,pmrB,2b84de5415a5ca9477dbe99a5510e5bf_9574,CDS,4901671,4902771,-,CFT073,yjdF
-6,basR,2b84de5415a5ca9477dbe99a5510e5bf_9576,CDS,4902772,4903440,-,CFT073,yjdF
-5,eptA,2b84de5415a5ca9477dbe99a5510e5bf_9578,CDS,4903437,4905080,-,CFT073,yjdF
-4,adiC,2b84de5415a5ca9477dbe99a5510e5bf_9580,CDS,4905184,4906521,-,CFT073,yjdF
-3,adiY,2b84de5415a5ca9477dbe99a5510e5bf_9582,CDS,4906658,4907419,-,CFT073,yjdF
-2,adiA,2b84de5415a5ca9477dbe99a5510e5bf_9584,CDS,4907755,4910022,-,CFT073,yjdF
-1,melR,2b84de5415a5ca9477dbe99a5510e5bf_9586,CDS,4910221,4911129,-,CFT073,yjdF
1,melA,2b84de5415a5ca9477dbe99a5510e5bf_9588,CDS,4911412,4912767,+,CFT073,yjdF
2,yjdF,2b84de5415a5ca9477dbe99a5510e5bf_9590,CDS,4912764,4913406,-,CFT073,yjdF
3,fumB,2b84de5415a5ca9477dbe99a5510e5bf_9592,CDS,4913529,4915175,-,CFT073,yjdF
4,dcuB,2b84de5415a5ca9477dbe99a5510e5bf_9594,CDS,4915253,4916593,-,CFT073,yjdF
5,dcuR,2b84de5415a5ca9477dbe99a5510e5bf_9596,CDS,4917164,4917883,-,CFT073,yjdF
6,dcuS,2b84de5415a5ca9477dbe99a5510e5bf_9598,CDS,4917880,4919511,-,CFT073,yjdF
7,yjdI,2b84de5415a5ca9477dbe99a5510e5bf_9600,CDS,4919692,4919922,+,CFT073,yjdF
8,yjdJ,2b84de5415a5ca9477dbe99a5510e5bf_9602,CDS,4919934,4920206,+,CFT073,yjdF
9,ghoS,2b84de5415a5ca9477dbe99a5510e5bf_9604,CDS,4920435,4920731,+,CFT073,yjdF
10,ghoT,2b84de5415a5ca9477dbe99a5510e5bf_9606,CDS,4920759,4920932,+,CFT073,yjdF
-9,bsmA,ECOR47_00508,CDS,12294,12623,+,ECOR47_PROKKA,yjfJ
-8,nan,ECOR47_00509,CDS,12772,13047,+,ECOR47_PROKKA,yjfJ
-7,aidB,ECOR47_00510,CDS,13164,14789,-,ECOR47_PROKKA,yjfJ
-6,yjfC,ECOR47_00511,CDS,14873,16036,-,ECOR47_PROKKA,yjfJ
-5,nan,ECOR47_00512,CDS,16039,16677,-,ECOR47_PROKKA,yjfJ
-4,nan,ECOR47_00513,CDS,16687,17085,-,ECOR47_PROKKA,yjfJ
-3,nan,ECOR47_00514,CDS,17103,17762,-,ECOR47_PROKKA,yjfJ
-2,nan,ECOR47_00515,CDS,17813,18511,-,ECOR47_PROKKA,yjfJ
-1,nan,ECOR47_00516,CDS,18530,18931,-,ECOR47_PROKKA,yjfJ
1,rlmB,ECOR47_00517,CDS,19058,19789,-,ECOR47_PROKKA,yjfJ
2,rnr,ECOR47_00518,CDS,19880,22321,-,ECOR47_PROKKA,yjfJ
3,nsrR,ECOR47_00519,CDS,22360,22785,-,ECOR47_PROKKA,yjfJ
4,purA,ECOR47_00520,CDS,22990,24288,-,ECOR47_PROKKA,yjfJ
5,nan,ECOR47_00521,CDS,24392,24589,-,ECOR47_PROKKA,yjfJ
6,hflC_1,ECOR47_00522,CDS,24671,25675,-,ECOR47_PROKKA,yjfJ
7,hflK,ECOR47_00523,CDS,25678,26937,-,ECOR47_PROKKA,yjfJ
8,hflX,ECOR47_00524,CDS,27023,28303,-,ECOR47_PROKKA,yjfJ
9,hfq,ECOR47_00525,CDS,28380,28688,-,ECOR47_PROKKA,yjfJ
10,miaA,ECOR47_00526,CDS,28774,29724,-,ECOR47_PROKKA,yjfJ
-9,nan,nan,CDS,4521228,4521503,+,LRPF62,yjfJ
-8,aidB,nan,CDS,4521620,4523245,-,LRPF62,yjfJ
-7,yjfC,nan,CDS,4523329,4524492,-,LRPF62,yjfJ
-6,nan,nan,CDS,4524495,4525133,-,LRPF62,yjfJ
-5,nan,nan,CDS,4525143,4525541,-,LRPF62,yjfJ
-4,nan,nan,CDS,4525683,4525898,-,LRPF62,yjfJ
-3,nan,nan,CDS,4525970,4526347,+,LRPF62,yjfJ
-2,nan,nan,CDS,4526282,4526452,-,LRPF62,yjfJ
-1,nan,nan,CDS,4526471,4526872,-,LRPF62,yjfJ
1,rlmB,nan,CDS,4526999,4527730,-,LRPF62,yjfJ
2,rnr,nan,CDS,4527821,4530262,-,LRPF62,yjfJ
3,nsrR,nan,CDS,4530301,4530726,-,LRPF62,yjfJ
4,purA,nan,CDS,4530931,4532229,-,LRPF62,yjfJ
5,nan,nan,CDS,4532333,4532530,-,LRPF62,yjfJ
6,hflC_2,nan,CDS,4532612,4533616,-,LRPF62,yjfJ
7,hflK,nan,CDS,4533619,4534878,-,LRPF62,yjfJ
8,hflX,nan,CDS,4534964,4536244,-,LRPF62,yjfJ
9,hfq,nan,CDS,4536320,4536628,-,LRPF62,yjfJ
10,miaA,nan,CDS,4536714,4537664,-,LRPF62,yjfJ
-9,bsmA,ECOR47_00508,CDS,12294,12623,+,ECOR47_PROKKA,yjfK
-8,nan,ECOR47_00509,CDS,12772,13047,+,ECOR47_PROKKA,yjfK
-7,aidB,ECOR47_00510,CDS,13164,14789,-,ECOR47_PROKKA,yjfK
-6,yjfC,ECOR47_00511,CDS,14873,16036,-,ECOR47_PROKKA,yjfK
-5,nan,ECOR47_00512,CDS,16039,16677,-,ECOR47_PROKKA,yjfK
-4,nan,ECOR47_00513,CDS,16687,17085,-,ECOR47_PROKKA,yjfK
-3,nan,ECOR47_00514,CDS,17103,17762,-,ECOR47_PROKKA,yjfK
-2,nan,ECOR47_00515,CDS,17813,18511,-,ECOR47_PROKKA,yjfK
-1,nan,ECOR47_00516,CDS,18530,18931,-,ECOR47_PROKKA,yjfK
1,rlmB,ECOR47_00517,CDS,19058,19789,-,ECOR47_PROKKA,yjfK
2,rnr,ECOR47_00518,CDS,19880,22321,-,ECOR47_PROKKA,yjfK
3,nsrR,ECOR47_00519,CDS,22360,22785,-,ECOR47_PROKKA,yjfK
4,purA,ECOR47_00520,CDS,22990,24288,-,ECOR47_PROKKA,yjfK
5,nan,ECOR47_00521,CDS,24392,24589,-,ECOR47_PROKKA,yjfK
6,hflC_1,ECOR47_00522,CDS,24671,25675,-,ECOR47_PROKKA,yjfK
7,hflK,ECOR47_00523,CDS,25678,26937,-,ECOR47_PROKKA,yjfK
8,hflX,ECOR47_00524,CDS,27023,28303,-,ECOR47_PROKKA,yjfK
9,hfq,ECOR47_00525,CDS,28380,28688,-,ECOR47_PROKKA,yjfK
10,miaA,ECOR47_00526,CDS,28774,29724,-,ECOR47_PROKKA,yjfK
-9,nan,nan,CDS,4521228,4521503,+,LRPF62,yjfK
-8,aidB,nan,CDS,4521620,4523245,-,LRPF62,yjfK
-7,yjfC,nan,CDS,4523329,4524492,-,LRPF62,yjfK
-6,nan,nan,CDS,4524495,4525133,-,LRPF62,yjfK
-5,nan,nan,CDS,4525143,4525541,-,LRPF62,yjfK
-4,nan,nan,CDS,4525683,4525898,-,LRPF62,yjfK
-3,nan,nan,CDS,4525970,4526347,+,LRPF62,yjfK
-2,nan,nan,CDS,4526282,4526452,-,LRPF62,yjfK
-1,nan,nan,CDS,4526471,4526872,-,LRPF62,yjfK
1,rlmB,nan,CDS,4526999,4527730,-,LRPF62,yjfK
2,rnr,nan,CDS,4527821,4530262,-,LRPF62,yjfK
3,nsrR,nan,CDS,4530301,4530726,-,LRPF62,yjfK
4,purA,nan,CDS,4530931,4532229,-,LRPF62,yjfK
5,nan,nan,CDS,4532333,4532530,-,LRPF62,yjfK
6,hflC_2,nan,CDS,4532612,4533616,-,LRPF62,yjfK
7,hflK,nan,CDS,4533619,4534878,-,LRPF62,yjfK
8,hflX,nan,CDS,4534964,4536244,-,LRPF62,yjfK
9,hfq,nan,CDS,4536320,4536628,-,LRPF62,yjfK
10,miaA,nan,CDS,4536714,4537664,-,LRPF62,yjfK
-9,ulaA,nan,CDS,4174706,4176103,-,KE46,yjfM
-8,ulaG,nan,CDS,4176458,4177522,+,KE46,yjfM
-7,ulaR,nan,CDS,4177630,4178385,+,KE46,yjfM
-6,yjfP,nan,CDS,4178382,4179131,-,KE46,yjfM
-5,bsmA,nan,CDS,4179313,4179642,+,KE46,yjfM
-4,yjfN,nan,CDS,4179791,4180066,+,KE46,yjfM
-3,aidB,nan,CDS,4180183,4181808,-,KE46,yjfM
-2,yjfC,nan,CDS,4181892,4183055,-,KE46,yjfM
-1,yjfM,nan,CDS,4183058,4183696,-,KE46,yjfM
1,yjfL,nan,CDS,4183706,4184104,-,KE46,yjfM
2,yjfK,nan,CDS,4184122,4184781,-,KE46,yjfM
3,yjfJ,nan,CDS,4184832,4185530,-,KE46,yjfM
4,yjfI,nan,CDS,4185549,4185950,-,KE46,yjfM
5,rlmB,nan,CDS,4186077,4186808,-,KE46,yjfM
6,rnr,nan,CDS,4186988,4189429,-,KE46,yjfM
7,nsrR,nan,CDS,4189468,4189893,-,KE46,yjfM
8,purA,nan,CDS,4190098,4191396,-,KE46,yjfM
9,yjeT,nan,CDS,4191500,4191697,-,KE46,yjfM
10,hflC,nan,CDS,4191779,4192783,-,KE46,yjfM
-9,fhuF,ECOR53_03157,CDS,262790,263575,+,ECOR53_PROKKA,yjjA
-8,bglJ,ECOR53_03158,CDS,263612,264289,-,ECOR53_PROKKA,yjjA
-7,yjjQ,ECOR53_03159,CDS,264247,264972,-,ECOR53_PROKKA,yjjA
-6,yjjP,ECOR53_03160,CDS,265600,266370,+,ECOR53_PROKKA,yjjA
-5,nan,ECOR53_03161,CDS,266361,266834,+,ECOR53_PROKKA,yjjA
-4,dnaT,ECOR53_03162,CDS,266941,267480,+,ECOR53_PROKKA,yjjA
-3,dnaC,ECOR53_03163,CDS,267483,268220,+,ECOR53_PROKKA,yjjA
-2,nan,ECOR53_03164,CDS,268269,268763,+,ECOR53_PROKKA,yjjA
-1,mdoB,ECOR53_03165,CDS,268940,271309,+,ECOR53_PROKKA,yjjA
1,lgoD_1,ECOR53_03166,CDS,271488,272510,-,ECOR53_PROKKA,yjjA
2,lgoR,ECOR53_03167,CDS,272649,273554,+,ECOR53_PROKKA,yjjA
3,nhaK_2,ECOR53_03168,CDS,273677,275329,-,ECOR53_PROKKA,yjjA
4,siaP,ECOR53_03169,CDS,276060,277031,+,ECOR53_PROKKA,yjjA
5,siaT,ECOR53_03170,CDS,277094,277567,+,ECOR53_PROKKA,yjjA
6,dctM_1,ECOR53_03171,CDS,277564,278835,+,ECOR53_PROKKA,yjjA
7,tsr,ECOR53_03172,CDS,278878,280539,-,ECOR53_PROKKA,yjjA
8,btsT,ECOR53_03173,CDS,281100,283250,+,ECOR53_PROKKA,yjjA
9,nan,ECOR53_03174,CDS,283382,283585,+,ECOR53_PROKKA,yjjA
10,yjiA,ECOR53_03175,CDS,283596,284552,+,ECOR53_PROKKA,yjjA
-9,betB_1,ECOR47_00168,CDS,94169,95635,-,ECOR47_PROKKA,yjjA
-8,hpcE,ECOR47_00169,CDS,95632,96921,-,ECOR47_PROKKA,yjjA
-7,farR,ECOR47_00170,CDS,97193,97639,+,ECOR47_PROKKA,yjjA
-6,tsr,ECOR47_00171,CDS,97758,99422,+,ECOR47_PROKKA,yjjA
-5,lgoT,ECOR47_00172,CDS,99471,100832,-,ECOR47_PROKKA,yjjA
-4,lgoR,ECOR47_00173,CDS,101047,101961,-,ECOR47_PROKKA,yjjA
-3,lgoD,ECOR47_00174,CDS,102100,103122,+,ECOR47_PROKKA,yjjA
-2,mdoB,ECOR47_00175,CDS,103260,105551,-,ECOR47_PROKKA,yjjA
-1,nan,ECOR47_00176,CDS,105805,106299,-,ECOR47_PROKKA,yjjA
1,dnaC,ECOR47_00177,CDS,106348,107085,-,ECOR47_PROKKA,yjjA
2,dnaT_1,ECOR47_00178,CDS,107088,107627,-,ECOR47_PROKKA,yjjA
3,nan,ECOR47_00179,CDS,107734,108207,-,ECOR47_PROKKA,yjjA
4,yjjP,ECOR47_00180,CDS,108198,108968,-,ECOR47_PROKKA,yjjA
5,yjjQ,ECOR47_00181,CDS,109587,110312,+,ECOR47_PROKKA,yjjA
6,bglJ,ECOR47_00182,CDS,110270,110947,+,ECOR47_PROKKA,yjjA
7,fhuF,ECOR47_00183,CDS,110985,111773,-,ECOR47_PROKKA,yjjA
8,nan,ECOR47_00184,CDS,111914,112150,+,ECOR47_PROKKA,yjjA
9,rsmC,ECOR47_00186,CDS,112654,113685,-,ECOR47_PROKKA,yjjA
10,holD,ECOR47_00187,CDS,113788,114201,+,ECOR47_PROKKA,yjjA
-9,deoD,ECOR53_03138,CDS,247050,247769,-,ECOR53_PROKKA,yjjU
-8,deoB_1,ECOR53_03139,CDS,247826,249049,-,ECOR53_PROKKA,yjjU
-7,deoA,ECOR53_03140,CDS,249101,250423,-,ECOR53_PROKKA,yjjU
-6,deoC,ECOR53_03141,CDS,250501,251280,-,ECOR53_PROKKA,yjjU
-5,yjjI,ECOR53_03142,CDS,251538,253088,+,ECOR53_PROKKA,yjjU
-4,yjjW,ECOR53_03143,CDS,253219,253923,+,ECOR53_PROKKA,yjjU
-3,yjjV,ECOR53_03144,CDS,254140,254919,-,ECOR53_PROKKA,yjjU
-2,nan,ECOR53_03145,CDS,254916,255989,-,ECOR53_PROKKA,yjjU
-1,nan,ECOR53_03146,CDS,256113,256274,-,ECOR53_PROKKA,yjjU
1,osmY_1,ECOR53_03147,CDS,256401,257006,-,ECOR53_PROKKA,yjjU
2,prfC,ECOR53_03148,CDS,257408,259024,-,ECOR53_PROKKA,yjjU
3,yjjG,ECOR53_03149,CDS,259088,259765,-,ECOR53_PROKKA,yjjU
4,rimI,ECOR53_03150,CDS,259780,260226,-,ECOR53_PROKKA,yjjU
5,holD,ECOR53_03151,CDS,260195,260608,-,ECOR53_PROKKA,yjjU
6,rsmC,ECOR53_03152,CDS,260711,261742,+,ECOR53_PROKKA,yjjU
7,nan,ECOR53_03156,CDS,262413,262649,-,ECOR53_PROKKA,yjjU
8,fhuF,ECOR53_03157,CDS,262790,263575,+,ECOR53_PROKKA,yjjU
9,bglJ,ECOR53_03158,CDS,263612,264289,-,ECOR53_PROKKA,yjjU
10,yjjQ,ECOR53_03159,CDS,264247,264972,-,ECOR53_PROKKA,yjjU
-9,yjjQ,ECOR47_00181,CDS,109587,110312,+,ECOR47_PROKKA,yjjU
-8,bglJ,ECOR47_00182,CDS,110270,110947,+,ECOR47_PROKKA,yjjU
-7,fhuF,ECOR47_00183,CDS,110985,111773,-,ECOR47_PROKKA,yjjU
-6,nan,ECOR47_00184,CDS,111914,112150,+,ECOR47_PROKKA,yjjU
-5,rsmC,ECOR47_00186,CDS,112654,113685,-,ECOR47_PROKKA,yjjU
-4,holD,ECOR47_00187,CDS,113788,114201,+,ECOR47_PROKKA,yjjU
-3,rimI,ECOR47_00188,CDS,114170,114616,+,ECOR47_PROKKA,yjjU
-2,yjjG,ECOR47_00189,CDS,114631,115308,+,ECOR47_PROKKA,yjjU
-1,prfC,ECOR47_00190,CDS,115399,116988,+,ECOR47_PROKKA,yjjU
1,osmY_1,ECOR47_00191,CDS,117381,117986,+,ECOR47_PROKKA,yjjU
2,nan,ECOR47_00192,CDS,118113,118274,+,ECOR47_PROKKA,yjjU
3,nan,ECOR47_00193,CDS,118396,119469,+,ECOR47_PROKKA,yjjU
4,yjjV,ECOR47_00194,CDS,119466,120245,+,ECOR47_PROKKA,yjjU
5,codB,ECOR47_00195,CDS,454,1713,+,ECOR47_PROKKA,yjjU
6,codA,ECOR47_00196,CDS,1703,2986,+,ECOR47_PROKKA,yjjU
7,cynR_1,ECOR47_00197,CDS,3119,4018,-,ECOR47_PROKKA,yjjU
8,cynT,ECOR47_00198,CDS,4128,4787,+,ECOR47_PROKKA,yjjU
9,cynS,ECOR47_00199,CDS,4818,5288,+,ECOR47_PROKKA,yjjU
10,yycB,ECOR47_00200,CDS,5294,6475,+,ECOR47_PROKKA,yjjU
-9,aRA1,nan,CDS,4305056,4305907,-,KE54,ykgH
-8,fdeC,nan,CDS,4306473,4310720,+,KE54,ykgH
-7,glxA,nan,CDS,4310845,4311702,-,KE54,ykgH
-6,aRA1,nan,CDS,4311950,4312819,+,KE54,ykgH
-5,rclC,nan,CDS,4312979,4313572,-,KE54,ykgH
-4,rclA,nan,CDS,4313929,4315254,-,KE54,ykgH
-3,rclR,nan,CDS,4315481,4316335,+,KE54,ykgH
-2,ykgE,nan,CDS,4316861,4317580,+,KE54,ykgH
-1,ykgF,nan,CDS,4317591,4319018,+,KE54,ykgH
1,ykgG,nan,CDS,4319011,4319706,+,KE54,ykgH
2,tnp,nan,CDS,4319958,4320233,+,KE54,ykgH
3,tnp,nan,CDS,4320362,4320655,+,KE54,ykgH
4,hyxB,nan,CDS,4320811,4323102,-,KE54,ykgH
5,hyxA,nan,CDS,4323144,4323905,-,KE54,ykgH
6,nan,nan,CDS,4323922,4324062,-,KE54,ykgH
7,hyxR,nan,CDS,4324059,4324853,-,KE54,ykgH
8,ipbA,nan,CDS,4324912,4325475,-,KE54,ykgH
9,nan,nan,CDS,4326238,4326519,+,KE54,ykgH
10,betA,nan,CDS,4326561,4328231,-,KE54,ykgH
-9,fdrA_2,ECOR47_01879,CDS,21357,22904,-,ECOR47_PROKKA,ykgH
-8,nan,ECOR47_01880,CDS,22894,23757,-,ECOR47_PROKKA,ykgH
-7,nan,ECOR47_01881,CDS,23797,24402,-,ECOR47_PROKKA,ykgH
-6,nan,ECOR47_01882,CDS,24660,25157,+,ECOR47_PROKKA,ykgH
-5,yahB_2,ECOR47_01883,CDS,25249,26181,+,ECOR47_PROKKA,ykgH
-4,pdeL,ECOR47_01884,CDS,26223,27311,-,ECOR47_PROKKA,ykgH
-3,betT,ECOR47_01885,CDS,28188,30221,-,ECOR47_PROKKA,ykgH
-2,betI_2,ECOR47_01886,CDS,30350,30937,+,ECOR47_PROKKA,ykgH
-1,betB_2,ECOR47_01887,CDS,30951,32423,+,ECOR47_PROKKA,ykgH
1,betA,ECOR47_01888,CDS,32437,34107,+,ECOR47_PROKKA,ykgH
2,nan,ECOR47_01889,CDS,34318,34986,+,ECOR47_PROKKA,ykgH
3,lutC,ECOR47_01890,CDS,35229,35924,-,ECOR47_PROKKA,ykgH
4,lutB,ECOR47_01891,CDS,35917,37344,-,ECOR47_PROKKA,ykgH
5,lutA_1,ECOR47_01892,CDS,37355,38074,-,ECOR47_PROKKA,ykgH
6,rclR,ECOR47_01893,CDS,38602,39456,-,ECOR47_PROKKA,ykgH
7,rclA,ECOR47_01894,CDS,39683,41008,+,ECOR47_PROKKA,ykgH
8,rclC,ECOR47_01895,CDS,41365,41958,+,ECOR47_PROKKA,ykgH
9,ytbE,ECOR47_01896,CDS,42118,42987,-,ECOR47_PROKKA,ykgH
10,rob_1,ECOR47_01897,CDS,43235,44092,+,ECOR47_PROKKA,ykgH
-9,glxR,ECOR47_00058,CDS,83933,84811,+,ECOR47_PROKKA,ylbE
-8,ybbW,ECOR47_00059,CDS,84981,86435,+,ECOR47_PROKKA,ylbE
-7,allB_1,ECOR47_00060,CDS,86495,87247,+,ECOR47_PROKKA,ylbE
-6,allB_2,ECOR47_00061,CDS,87248,87856,+,ECOR47_PROKKA,ylbE
-5,ybbY,ECOR47_00062,CDS,87913,89214,+,ECOR47_PROKKA,ylbE
-4,glxK,ECOR47_00063,CDS,89236,90381,+,ECOR47_PROKKA,ylbE
-3,allE,ECOR47_00064,CDS,90511,91296,-,ECOR47_PROKKA,ylbE
-2,allC,ECOR47_00065,CDS,91307,92542,-,ECOR47_PROKKA,ylbE
-1,allD,ECOR47_00066,CDS,92564,93613,-,ECOR47_PROKKA,ylbE
1,fdrA_1,ECOR47_00067,CDS,93930,95597,+,ECOR47_PROKKA,ylbE
2,nan,ECOR47_00068,CDS,95607,96866,+,ECOR47_PROKKA,ylbE
3,nan,ECOR47_00069,CDS,96877,97692,+,ECOR47_PROKKA,ylbE
4,arcC2_1,ECOR47_00070,CDS,97689,98582,+,ECOR47_PROKKA,ylbE
5,purK,ECOR47_00071,CDS,98719,99786,-,ECOR47_PROKKA,ylbE
6,purE,ECOR47_00072,CDS,99783,100292,-,ECOR47_PROKKA,ylbE
7,lpxH,ECOR47_00073,CDS,100410,101132,-,ECOR47_PROKKA,ylbE
8,ppiB,ECOR47_00074,CDS,101135,101629,-,ECOR47_PROKKA,ylbE
9,cysS,ECOR47_00075,CDS,101803,103188,+,ECOR47_PROKKA,ylbE
10,ybcI,ECOR47_00076,CDS,103224,103745,-,ECOR47_PROKKA,ylbE
-9,ybbW,a99aee7d8774ee1318b35b64abeb3eab_1052,CDS,536857,538311,+,W3110,ylbE
-8,allB,a99aee7d8774ee1318b35b64abeb3eab_1054,CDS,538371,539732,+,W3110,ylbE
-7,ybbY,a99aee7d8774ee1318b35b64abeb3eab_1056,CDS,539789,541090,+,W3110,ylbE
-6,glxK,a99aee7d8774ee1318b35b64abeb3eab_1058,CDS,541112,542257,+,W3110,ylbE
-5,allE,a99aee7d8774ee1318b35b64abeb3eab_1060,CDS,542485,543270,-,W3110,ylbE
-4,allC,a99aee7d8774ee1318b35b64abeb3eab_1062,CDS,543281,544516,-,W3110,ylbE
-3,allD,a99aee7d8774ee1318b35b64abeb3eab_1064,CDS,544538,545587,-,W3110,ylbE
-2,fdrA,a99aee7d8774ee1318b35b64abeb3eab_1066,CDS,545904,547571,+,W3110,ylbE
-1,ylbE,a99aee7d8774ee1318b35b64abeb3eab_1068,CDS,547581,548839,+,W3110,ylbE
1,ylbF,a99aee7d8774ee1318b35b64abeb3eab_1070,CDS,548850,549665,+,W3110,ylbE
2,ybcF,a99aee7d8774ee1318b35b64abeb3eab_1072,CDS,549662,550555,+,W3110,ylbE
3,purK,a99aee7d8774ee1318b35b64abeb3eab_1074,CDS,550750,551817,-,W3110,ylbE
4,purE,a99aee7d8774ee1318b35b64abeb3eab_1076,CDS,551814,552323,-,W3110,ylbE
5,lpxH,a99aee7d8774ee1318b35b64abeb3eab_1078,CDS,552441,553163,-,W3110,ylbE
6,ppiB,a99aee7d8774ee1318b35b64abeb3eab_1080,CDS,553166,553660,-,W3110,ylbE
7,cysS,a99aee7d8774ee1318b35b64abeb3eab_1082,CDS,553834,555219,+,W3110,ylbE
8,ybcI,a99aee7d8774ee1318b35b64abeb3eab_1084,CDS,555255,555776,-,W3110,ylbE
9,ybcJ,a99aee7d8774ee1318b35b64abeb3eab_1086,CDS,555884,556096,-,W3110,ylbE
10,folD,a99aee7d8774ee1318b35b64abeb3eab_1088,CDS,556098,556964,-,W3110,ylbE
-9,lpxL,nan,CDS,2773104,2774024,+,KE46,ymdA
-8,mdtG,nan,CDS,2774196,2775422,+,KE46,ymdA
-7,msyB,nan,CDS,2775505,2775879,+,KE46,ymdA
-6,yceK,nan,CDS,2775880,2776107,-,KE46,ymdA
-5,mdoH,nan,CDS,2776280,2778793,-,KE46,ymdA
-4,mdoG,nan,CDS,2778816,2780318,-,KE46,ymdA
-3,mdoC,nan,CDS,2780745,2781902,+,KE46,ymdA
-2,clsC,nan,CDS,2781910,2783391,-,KE46,ymdA
-1,ymdB,nan,CDS,2783333,2783866,-,KE46,ymdA
1,csgC,nan,CDS,2784392,2784724,-,KE46,ymdA
2,csgA,nan,CDS,2784783,2785238,-,KE46,ymdA
3,csgB,nan,CDS,2785279,2785734,-,KE46,ymdA
4,csgD,nan,CDS,2786488,2787138,+,KE46,ymdA
5,csgE,nan,CDS,2787143,2787532,+,KE46,ymdA
6,csgF,nan,CDS,2787557,2787973,+,KE46,ymdA
7,csgG,nan,CDS,2788000,2788833,+,KE46,ymdA
8,ycdZ,nan,CDS,2788897,2789418,-,KE46,ymdA
9,ycdY,nan,CDS,2789490,2790044,-,KE46,ymdA
10,ycdX,nan,CDS,2790068,2790805,-,KE46,ymdA
-9,ycdX,ECOR47_03927,CDS,81964,82701,+,ECOR47_PROKKA,ymdA
-8,ycdY,ECOR47_03928,CDS,82725,83279,+,ECOR47_PROKKA,ymdA
-7,ycdZ,ECOR47_03929,CDS,83351,83872,+,ECOR47_PROKKA,ymdA
-6,csgG,ECOR47_03930,CDS,83936,84769,-,ECOR47_PROKKA,ymdA
-5,csgF,ECOR47_03931,CDS,84796,85212,-,ECOR47_PROKKA,ymdA
-4,csgE,ECOR47_03932,CDS,85237,85626,-,ECOR47_PROKKA,ymdA
